model,cp_seed,alpha,eval_time,roc_auc_max_score_macro,realized_fpr_macro,catch_rate_macro,balanced_accuracy_macro,caught_alarm_fraction_macro,effective_alarm_fraction_macro,caught_lead_fraction_macro,effective_lead_fraction_macro
lstm,7,0.1,by final end,0.8715333416097033,0.2348481348104136,0.6450788234514339,0.7051153443205102,0.3682874002411615,0.6046161951639284,0.6317125997588384,0.39538380483607166
lstm,8,0.1,by final end,0.8715333416097033,0.25726110521753437,0.5614168379876479,0.6520778663850567,0.36685010040254207,0.649294245798575,0.6331498995974579,0.350705754201425
lstm,9,0.1,by final end,0.8715333416097033,0.23327596399579073,0.6964360764408561,0.7315800562225327,0.4038474274711487,0.600492436913941,0.5961525725288512,0.399507563086059
lstm,0,0.15,by final end,0.8715333416097033,0.3409397994633795,0.7845088961285068,0.7217845483325637,0.3978312868951132,0.5151102104434587,0.6021687131048867,0.4848897895565413
lstm,1,0.15,by final end,0.8715333416097033,0.32294980168661114,0.7494609833113264,0.7132555908123577,0.40891908789330705,0.5555062145210953,0.5910809121066929,0.4444937854789047
lstm,2,0.15,by final end,0.8715333416097033,0.30532405324722334,0.7471630426263596,0.7209194946895681,0.3505809467194531,0.5388783824984608,0.6494190532805468,0.46112161750153924
lstm,3,0.15,by final end,0.8715333416097033,0.35810139994421847,0.8082306039839718,0.7250646020198767,0.4237575640159691,0.5332496892202082,0.5762424359840309,0.4667503107797918
lstm,4,0.15,by final end,0.8715333416097033,0.3364360243014737,0.8089624993180269,0.7362632375082766,0.4312771975819065,0.5277447145424248,0.5687228024180935,0.47225528545757517
lstm,5,0.15,by final end,0.8715333416097033,0.3597394842220215,0.7300993214601823,0.6851799186190803,0.35860538681172766,0.5388113954518547,0.6413946131882724,0.46118860454814525
lstm,6,0.15,by final end,0.8715333416097033,0.3487566205754466,0.7554872078612356,0.7033652936428945,0.35541746306559396,0.5196510072274029,0.644582536934406,0.4803489927725971
lstm,7,0.15,by final end,0.8715333416097033,0.3487183061192741,0.7884035518218457,0.7198426228512858,0.39497483694491387,0.5061302748992474,0.6050251630550861,0.49386972510075255
lstm,8,0.15,by final end,0.8715333416097033,0.314572366856534,0.7003968519297687,0.6929122425366174,0.36123979514274546,0.5496806926075234,0.6387602048572545,0.4503193073924766
lstm,9,0.15,by final end,0.8715333416097033,0.32669666738065667,0.7262564230138935,0.6997798778166184,0.33764619619573694,0.5267591726352043,0.662353803804263,0.4732408273647956
lstm,0,0.2,by final end,0.8715333416097033,0.420886263038315,0.8138093951476211,0.6964615660546531,0.34561849106242687,0.4522358712183582,0.6543815089375731,0.5477641287816418
lstm,1,0.2,by final end,0.8715333416097033,0.43632679910769634,0.7444842294053376,0.6540787151488207,0.2992578872863523,0.4827456946281189,0.7007421127136477,0.5172543053718811
lstm,2,0.2,by final end,0.8715333416097033,0.4446414372216013,0.7975239359967079,0.6764412493875532,0.3115403997486558,0.46039051285550164,0.6884596002513442,0.5396094871444983
lstm,3,0.2,by final end,0.8715333416097033,0.46473019601745535,0.8405699165455982,0.6879198602640714,0.3849890450898707,0.46910572476610035,0.6150109549101292,0.5308942752338998
lstm,4,0.2,by final end,0.8715333416097033,0.4391039924661162,0.8119161719864,0.6864060897601418,0.35966931186411505,0.4600882433180987,0.640330688135885,0.5399117566819013
lstm,5,0.2,by final end,0.8715333416097033,0.4435985751887558,0.7626921572687673,0.6595467910400057,0.27237823320234267,0.45299850405325487,0.7276217667976573,0.5470014959467451
lstm,6,0.2,by final end,0.8715333416097033,0.4139549708138266,0.8467199139056099,0.7163824715458917,0.33155575577346846,0.4480333135869775,0.6684442442265315,0.5519666864130225
lstm,7,0.2,by final end,0.8715333416097033,0.40730824742927413,0.8514076769642804,0.7220497147675031,0.3460857397845105,0.42527172156047915,0.6539142602154895,0.5747282784395209
lstm,8,0.2,by final end,0.8715333416097033,0.4119456230430888,0.8287447295595893,0.7083995532582502,0.35855506232817785,0.46051069236244163,0.6414449376718221,0.5394893076375584
lstm,9,0.2,by final end,0.8715333416097033,0.4548786760791283,0.7991081516470829,0.6721147377839773,0.2829081066934574,0.4280520353342032,0.7170918933065427,0.5719479646657968
lstm,0,0.3,by final end,0.8715333416097033,0.5843852345236791,0.8834359310500389,0.64952534826318,0.252095004090009,0.3398701693153872,0.747904995909991,0.6601298306846128
